"manuscript","signature","libraryName"
"https://imagoarchive.it/ontology/resources/manuscript/sanlorenzodeelescorial/realbibliotecadelmonasteriodesanlorenzodeelescorial/q.ii.13/1r95v","Q.II.13","Real Biblioteca del Monasterio de San Lorenzo de El Escorial"
"https://imagoarchive.it/ontology/resources/manuscript/sanlorenzodeelescorial/realbibliotecadelmonasteriodesanlorenzodeelescorial/vitrinas_19_(e.i.1)/1r41v","Vitrinas 19 (e.I.1)","Real Biblioteca del Monasterio de San Lorenzo de El Escorial"
"https://imagoarchive.it/ontology/resources/manuscript/sanlorenzodeelescorial/realbibliotecadelmonasteriodesanlorenzodeelescorial/f._ii_17/356","f. II 17","Real Biblioteca del Monasterio de San Lorenzo de El Escorial"
"https://imagoarchive.it/ontology/resources/manuscript/sanlorenzodeelescorial/realbibliotecadelmonasteriodesanlorenzodeelescorial/f.i.12/172","f.I.12","Real Biblioteca del Monasterio de San Lorenzo de El Escorial"
"https://imagoarchive.it/ontology/resources/manuscript/sanlorenzodeelescorial/realbibliotecadelmonasteriodesanlorenzodeelescorial/f.i.12/1764","f.I.12","Real Biblioteca del Monasterio de San Lorenzo de El Escorial"
"https://imagoarchive.it/ontology/resources/manuscript/wrttemberg/schlosswolfegg//1r166v","","Schloss Wolfegg"
"https://imagoarchive.it/ontology/resources/manuscript/london/sconosciuta/collezione_privata_(ex_baden)/147r167v","Collezione privata (ex Baden)","Sconosciuta"
"https://imagoarchive.it/ontology/resources/manuscript/london/sconosciuta/collezione_privata_(ex_baden)/89r142v","Collezione privata (ex Baden)","Sconosciuta"
"https://imagoarchive.it/ontology/resources/manuscript/newyorkcity/sconosciuta/collezione_privata_(ex_phillipps_2634)/413","Collezione privata (ex Phillipps 2634)","Sconosciuta"
"https://imagoarchive.it/ontology/resources/manuscript/london/sconosciuta/collezione_privata_(ex_phillipps_4473)/1r82r","Collezione privata (ex Phillipps 4473)","Sconosciuta"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/stjohnscollegelibrary/128/227r237r","128","St John's College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/stjohnscollegelibrary/5/1r182v","5","St John's College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/stjohnscollegelibrary/88/1r250r","88","St John's College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/stjohnscollegelibrary/i.11_(219)/1r93v","I.11 (219)","St John's College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/stjohnscollegelibrary/ms._c._12_(62)/10r","Ms. C. 12 (62)","St John's College Library"
"https://imagoarchive.it/ontology/resources/manuscript/london/stpaulscathedrallibrary/8/166r175v","8","St. Paul's Cathedral Library"
"https://imagoarchive.it/ontology/resources/manuscript/augsburg/staatsundstadtbibliothek/_2°_8/4v5r"," 2° 8","Staats- und Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/augsburg/staatsundstadtbibliothek/2°_107/1r91r","2° 107","Staats- und Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/augsburg/staatsundstadtbibliothek/2°_203/1r18ve19v21v","2° 203","Staats- und Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/augsburg/staatsundstadtbibliothek/2°_289/154v158v","2° 289","Staats- und Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/augsburg/staatsundstadtbibliothek/i.2.2°_38/1r2v","I.2.2° 38","Staats- und Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/hamburg/staatsunduniversittsbibliothek/theol._1727/545598","theol. 1727","Staats- und Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/diez._c_2°_2/167r180v","Diez. C 2° 2","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/diez._c_2°_60/39r58v","Diez. C 2° 60","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/gorres_111__/96v104r","Gorres 111  ","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/hamilton_108/1r79v","Hamilton 108","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/hamilton_108/84r98v","Hamilton 108","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/hamilton_637/4352","Hamilton 637","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._fol._264/2r141r","Lat. fol. 264","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/magdeburg_26/226v227v","Magdeburg 26","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/philipps_1883_(rose_146)/95v104v","Philipps 1883 (Rose 146)","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._4°_70_(rose_968)/51v118v","lat. 4° 70 (Rose 968)","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._fol._136/97r","lat. fol. 136","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._fol._198/268r277r","lat. fol. 198","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._oct._32/83r96v","lat. oct. 32","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._qu._291/61r66r","lat. qu. 291","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._qu._618/1r105r","lat. qu. 618","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/lat._qu._686/158v160r","lat. qu. 686","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/theol._lat._2°_706_(phillipps_627)/265r268r","theol. lat. 2° 706 (Phillipps 627)","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/theol._lat._4°_142_(rose_797)/118v134v","theol. lat. 4° 142 (Rose 797)","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/berlin/staatsbibliothekpreuischerkulturbesitz/theol._lat._4°_339/1r21v21v22v","theol. lat. 4° 339","Staatsbibliothek - Preußischer Kulturbesitz"
"https://imagoarchive.it/ontology/resources/manuscript/trier/stadtbibliothek/hs._1143/445_8°_(414)/281r293v","Hs. 1143/445 8° (414)","Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/schaffhausen/stadtbibliothek/min._13/51r52v","Min. 13","Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/zeitz/stiftsbibliotheck/lat._hist._497/150","lat. hist. 497","Stiftsbibliotheck"
"https://imagoarchive.it/ontology/resources/manuscript/lilienfeld/stiftsbibliothek/101/125r142v","101","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/melk/stiftsbibliothek/46_(959;_h._17)/135v139r","46 (959; H. 17)","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/melk/stiftsbibliothek/546_(134;_c._12)/149v167v","546 (134; C. 12)","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/melk/stiftsbibliothek/751,_2_(730)/328r339v","751, 2 (730)","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/engelberg/stiftsbibliothek/90_(5/38)/160r166v","90 (5/38)","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/seitenstetten/stiftsbibliothek/folio_56/1r101r","Folio 56","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/michaelbeuern/stiftsbibliothek/man._cart._90/81v98r","Man. cart. 90","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/sanktflorian/stiftsbibliothek/xi,_216/7v","XI, 216","Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/dresden/schsischelandesbibliothekstaatsunduniversittsbibliothek/dc_182_(deperditus)/50v62v","Dc 182 (deperditus)"," Staats- und Universitätsbibliothek "
"https://imagoarchive.it/ontology/resources/manuscript/dresden/schsischelandesbibliothekstaatsunduniversittsbibliothek/f_66/137r266v","F 66","Sächsische Landesbibliothek, Staats- und Universitätsbibliothek "
"https://imagoarchive.it/ontology/resources/manuscript/dresden/schsischelandesbibliothekstaatsunduniversittsbibliothek/f_66/1r61v","F 66","Sächsische Landesbibliothek, Staats- und Universitätsbibliothek "
"https://imagoarchive.it/ontology/resources/manuscript/dresden/schsischelandesbibliothekstaatsunduniversittsbibliothek/f._96a/179v187r","F. 96A","Sächsische Landesbibliothek, Staats- und Universitätsbibliothek "
"https://imagoarchive.it/ontology/resources/manuscript/sanmarinoca/thehuntingtonlibrary/hm_1092/154","HM 1092","The Huntington Library"
"https://imagoarchive.it/ontology/resources/manuscript/washingtondc/thelibraryofcongressmanuscriptdivision/69/1foglio","69","The Library of Congress, Manuscript Division"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/thelibraryoftrinitycollege/632_(e.5.20)/46r88r","632 (E.5.20)","The Library of Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/newyorkcity/themorganlibrarymuseum/m_626/137r138v","M 626","The Morgan Library & Museum"
"https://imagoarchive.it/ontology/resources/manuscript/chicagoil/thenewberrylibrary/ayer_collection_4385/826","Ayer Collection 4385","The Newberry Library"
"https://imagoarchive.it/ontology/resources/manuscript/chicagoil/thenewberrylibrary/ayer_collection_740/5r116v","Ayer Collection 740","The Newberry Library"
"https://imagoarchive.it/ontology/resources/manuscript/chicagoil/thenewberrylibrary/ayer_collection_741/1r173v","Ayer Collection 741","The Newberry Library"
"https://imagoarchive.it/ontology/resources/manuscript/chicagoil/thenewberrylibrary/detterer_collection/1foglio","Detterer Collection","The Newberry Library"
"https://imagoarchive.it/ontology/resources/manuscript/chicagoil/thenewberrylibrary/ms_102_(52-15)/25r28v","MS 102 (52-15)","The Newberry Library"
"https://imagoarchive.it/ontology/resources/manuscript/chicagoil/thenewberrylibrary/ms_6_(ry_3;_c19163;_f6)/203r219v","MS 6 (Ry 3; C19163; f6)","The Newberry Library"
"https://imagoarchive.it/ontology/resources/manuscript/jena/thringeruniversittsundlandesbibliothek/bos._4°_10/1r139v","Bos. 4° 10","Thüringer Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stanbul/topkapsaraymzesiktphanesi/44/856","44","Topkapı Sarayı Müzesi Kütüphanesi"
"https://imagoarchive.it/ontology/resources/manuscript/stanbul/topkapsaraymzesiktphanesi/seragliensis_gr._24/1r51v","Seragliensis gr. 24","Topkapı Sarayı Müzesi Kütüphanesi"
"https://imagoarchive.it/ontology/resources/manuscript/dublin/trinitycollege/175_(e.3.11)/14r15v","175 (E.3.11)","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/dublin/trinitycollege/496/215r223v","496","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/dublin/trinitycollege/580_(e.3.8)/139v141r","580 (E.3.8)","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/dublin/trinitycollege/64/2r167r","64","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/lovanio/universiteitsarchiefkuleuven/archiv_viii/481","Archiv VIII","Universiteitsarchief KU Leuven"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/_voss._lat._2°_57/1r104r"," Voss. lat. 2° 57","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/gent/universiteitsbibliotheek/13/83r113v","13","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/gent/universiteitsbibliotheek/401_(152)/1r21v","401 (152)","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/b.p.l._104/144v164r","B.P.L. 104","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/b.p.l._120/132141","B.P.L. 120","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/b.p.l._191b/168r183v","B.P.L. 191B","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/bpl_19/180","BPL 19","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/periz._q._49/9v46r","Periz. Q. 49","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/vlf_35/1r18v","VLF 35","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/voss._lat._q._6/169","Voss. Lat. Q. 6","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/voss._lat._2°_15/1r358v","Voss. lat. 2° 15","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/voss._lat._2°_5/1r172v","Voss. lat. 2° 5","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/voss._lat._2°_77/160r190r","Voss. lat. 2° 77","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/voss._lat._f_75/1r50v","Voss. lat. F 75","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/leiden/universiteitsbibliotheek/voss._lat._q._62/365","Voss. lat. Q. 62","Universiteitsbibliotheek"
"https://imagoarchive.it/ontology/resources/manuscript/gteborg/universitetsbibliotek/27/1r68v","27","Universitetsbibliotek"
"https://imagoarchive.it/ontology/resources/manuscript/dublin/universitycollegelibrary/franciscan_manuscripts_(deposito_permanente,_olim_killiney,_dún_mhuire)_f_1_(olim_a_24)/55r93v","Franciscan Manuscripts (deposito permanente, olim Killiney, Dún Mhuire) F 1 (olim A 24)","University College Library"
"https://imagoarchive.it/ontology/resources/manuscript/cincinnatioh/universitylibrary/12/ff63","12","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/universitylibrary/add._3446/2r78r","Add. 3446","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/universitylibrary/dd.1.17/376r421r","Dd.1.17","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/universitylibrary/dd.1.30/1245","Dd.1.30","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/universitylibrary/dd.13.4/1116","Dd.13.4","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/universitylibrary/dd.8.13/1144","Dd.8.13","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/universitylibrary/dd.8.7/1r7r","Dd.8.7","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/princetonnj/universitylibrary/garrett_157/1r53v","Garrett 157","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/universitylibrary/hunter_396/1r52r","Hunter 396","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/universitylibrary/hunter_458_(v.6.8)/1r105r","Hunter 458 (V.6.8)","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/princetonnj/universitylibrary/kane_22/105r109v","Kane 22","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/universitylibrary/ms_366_(v.1.3)/1224","Ms 366 (V.1.3)","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/universitylibrary/ms_84_(t.4.1)/191r253r","Ms 84 (T.4.1)","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/sydney/universitylibrary/nicholson_22/1r148v","Nicholson 22","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/princetonnj/universitylibrary/robert_garrett_collection_71/27r30r","Robert Garrett Collection 71","University Library"
"https://imagoarchive.it/ontology/resources/manuscript/manchester/universityofmanchesterlibrary/lat._178/182","lat. 178","University of Manchester Library"
"https://imagoarchive.it/ontology/resources/manuscript/annarbor/universityofmichiganlibrary/special_collections,_162/350","Special Collections, 162","University of Michigan Library"
"https://imagoarchive.it/ontology/resources/manuscript/minneapolismn/universityofminnesotalibraryjamesfordbellcollection/1424/co/64r88r","1424/Co","University of Minnesota Library, James Ford Bell Collection"
"https://imagoarchive.it/ontology/resources/manuscript/minneapolismn/universityofminnesotalibraryjamesfordbellcollection/1475/fma/374","1475/fmA","University of Minnesota Library, James Ford Bell Collection"
"https://imagoarchive.it/ontology/resources/manuscript/mnster/universittsundlandesbibliothek/_22_(214)_(deperditus)/82r92v"," 22 (214) (deperditus)","Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/dsseldorf/universittsundlandesbibliothek/b_22/88v91r","B 22","Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/dsseldorf/universittsundlandesbibliothek/b_73/155r157v","B 73","Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/dsseldorf/universittsundlandesbibliothek/g_13/28r58r","G 13","Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/dsseldorf/universittsundlandesbibliothek/g_13/86r94v","G 13","Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/bonn/universittsundlandesbibliothek/s_368/23r51v","S 368","Universitäts- und Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/darmstadt/universittsundlandesbibliothek/2553/39r44v","2553","Universitäts- und Landesbibliothek "
"https://imagoarchive.it/ontology/resources/manuscript/darmstadt/universittsundlandesbibliothek/416/1r291v","416","Universitäts- und Landesbibliothek "
"https://imagoarchive.it/ontology/resources/manuscript/gieen/universittsbibliothek/159/1r12v","159","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/gieen/universittsbibliothek/218/75r94v","218","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/leipzig/universittsbibliothek/838/9r18v","838","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/leipzig/universittsbibliothek/844/54r71r","844","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/mnchen/universittsbibliothek/8°.336/1r123vmaacefalo","8°.336","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/basel/universittsbibliothek/a_i_28/187r195r","A I 28","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/kiel/universittsbibliothek/bord._27/1r21v","Bord. 27","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/kiel/universittsbibliothek/bord._5b/329r350v","Bord. 5b","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/basel/universittsbibliothek/e_iii_20/1v26r","E III 20","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/basel/universittsbibliothek/f_v_6/85r108v","F V 6","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/mnchen/universittsbibliothek/fragm._s._n._(deperditus)/953","Fragm. s. n. (deperditus)","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/augsburg/universittsbibliothek/i.2.8°_10/34r56v","I.2.8° 10","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wrzburg/universittsbibliothek/m._ch._f._60/262r304r","M. ch. f. 60","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wrzburg/universittsbibliothek/m.p.th.f._74/94v95v","M.p.th.f. 74","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/leipzig/universittsbibliothek/rep._ii._57_2°/214v219v","Rep. II. 57 2°","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/eichsttt/universittsbibliothek/st_220_(olim_2°_198)/97r101v","st 220 (olim 2° 198)","Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/irkutsk/univerzitetskabiblioteka/ms._senza_segnatura/213","ms. senza segnatura","Univerzitetska biblioteka"
"https://imagoarchive.it/ontology/resources/manuscript/baltimoremd/waltersartmuseum/w._309/2r40v","W. 309","Walters Art Museum"
"https://imagoarchive.it/ontology/resources/manuscript/erfurt/wissenschaftlicheallgemeinbibliothekderstadterfurt/2°_64_/87v96r","2° 64 ","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/worcestercollegelibrary/285/248r252r","285","Worcester College Library"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/cod._hist._4°_10/4r124r","Cod. hist. 4° 10","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/hb_i_91/176v177r","HB I 91","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/hb_vii._41/143v148v","HB VII. 41","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/hist._2°_405/22","Hist. 2° 405","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/hist._4°_155/27r42v","Hist. 4° 155","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/theol._et_phil._2°_45/1r296v","Theol. et phil. 2° 45","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/stuttgart/wrttembergischelandesbibliothek/theol._et_phil._8°_57/90r135r","Theol. et phil. 8° 57","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/1153/144v145r","1153","Yale University, Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/322/53r172v","322","Yale University, Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/779/1r98v","779","Yale University, Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/beinecke_rare_book_and_manuscript_library_406/93r134v","Beinecke Rare Book and Manuscript Library 406"," Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/beinecke_rare_book_and_manuscript_library,_t.e._marston_collection_17/1r7r","Beinecke Rare Book and Manuscript Library, T.E. Marston Collection 17"," Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/marston_17/8r70r","Marston 17"," Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/newhaven/yaleuniversitybeineckerarebookandmanuscriptlibrary/marston_35/1r149r","Marston 35","Yale University, Beinecke Rare Book and Manuscript Library"
"https://imagoarchive.it/ontology/resources/manuscript/luzern/zentralundhochschulbibliothek/msc_5_4°/1r70v","Msc 5 4°","Zentral- und Hochschulbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/zrich/zentralbibliothek/car._c_97_(263)/1r142r","Car. C 97 (263)","Zentralbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/heiligenkreuz/zisterzienserstift/14/142v150v","14","Zisterzienserstift"
"https://imagoarchive.it/ontology/resources/manuscript/heiligenkreuz/zisterzienserstift/78/105v108v","78","Zisterzienserstift"
"https://imagoarchive.it/ontology/resources/manuscript/gratweinstraengel/zisterzienserstiftstiftsbibliothek/20/1v42r","20","Zisterzienserstift Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/gerleve/klosterbibliothek/fragm._c_42/1r1v","Fragm. C 42"," Klosterbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/zwickau/ratsschulbibliothekstadtarchiv/66_(deperditus)/612","66 (deperditus)"," Ratsschulbibliothek (Stadtarchiv)"
"https://imagoarchive.it/ontology/resources/manuscript/saintbonaventureny/saintbonaventureuniversity/holy_name_79/14r31v","Holy Name 79"," Saint Bonaventure University"
"https://imagoarchive.it/ontology/resources/manuscript/maynooth/stpatrickcollegeofkildarerusselllibrary/rb_201_(olim_3.g.1)/83100","RB 201 (olim 3.G.1)"," St. Patrick College of Kildare. Russell Library"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/121/1157","121","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/12823_(suppl._16)/1r101v","12823 (Suppl. 16)","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/12825/76v113v","12825","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/2217/84v101r","2217","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/3497/61r115v","3497","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/3529/132r153r","3529","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/362/27r36r","362","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/369/48r52r","369","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/477/148r161v","477","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/523/132","523","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/563/59v112r","563","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/ser._nova_3624/13r35v","Ser. Nova 3624","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/vin._pal.5060/129r187r","Vin. Pal.5060","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/lat._2432/28r35r","lat. 2432","Österreichische Nationalbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wien/sterreichischenationalbibliothek/lat._3162/1r117r","lat. 3162","Österreichische Nationalbibliothek"
