"manuscript","signature","library"
"https://imagoarchive.it/ontology/resources/manuscript/wilhering/abbazia_di_wilhering/chl_ix.67/7v-11v","CHL IX.67","Abbazia di Wilhering"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/p_25_sup._/204v-206v","P 25 sup. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/kaliningrad/königsberg,_bibliotheca_regia_et_universitatis/1282/116r-120v,_122r-126r","1282","Königsberg, Bibliotheca Regia et Universitatis"
"https://imagoarchive.it/ontology/resources/manuscript/arras/arras,_bibliothèque_municipale/163_(184)/121r–124v","163 (184)","Arras, Bibliothèque Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/guelf._42.3_aug._2°/292v–294v","Guelf. 42.3 Aug. 2°","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/strasburgo/biblioteca_nazionale_e_universitaria_di_strasburgo/3876/113r","3876","Biblioteca nazionale e universitaria di Strasburgo"
"https://imagoarchive.it/ontology/resources/manuscript/gottinga/göttingen_state_and_university_library/4o_cod._ms._hist._61/255-262;_302-307._","4o Cod. Ms. Hist. 61","Göttingen State and University Library"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/12761/1r-7r","12761","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/baltimora/walters_art_museum/ms.w.76/53r-58v","MS.W.76","Walters Art Museum"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_9503/319r-327v","Clm 9503","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/lucerna/lucerne_central_and_university_library/kb_25/105r-107r","KB 25","Lucerne Central and University Library"
"https://imagoarchive.it/ontology/resources/manuscript/darmstadt/hessisches_staatsarchiv_darmstadt/1405/23r-24v","1405","Hessisches Staatsarchiv Darmstadt"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_domitian_a.xiii/130r-132r","Cotton Domitian A.XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._657/37v-43v","Reg. lat. 657","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/troyes/médiathèque_du_grand_troyes_(olim_bibliothèque_municipale)/1376/77r-81v","1376","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/1099/243r-248r","1099","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/emmanuel_college/27/165v-167r","27","Emmanuel College"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._4265/230r-236r","Vat. lat. 4265","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_3678/95v–96v","Harley 3678","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/stoccarda/__stuttgart,_württembergische_landesbibliothek/cod._hist._2_246/216v-221r","Cod. Hist. 2 246","  Stuttgart, Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/2511/101v-105v","2511","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/londra/lambeth_palace_library/371/24r-26r","371","Lambeth Palace Library"
"https://imagoarchive.it/ontology/resources/manuscript/valencia/arxiu-biblioteca_de_la_catedral_de_valència/45/all","45","Arxiu-Biblioteca de la Catedral de València"
"https://imagoarchive.it/ontology/resources/manuscript/kremsmünster/stiftsbibliothek_kremsmünster/253/140ra-140vb,_147ra-147vb","253","Stiftsbibliothek Kremsmünster"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/holkham_misc._28/57r-59r","Holkham misc. 28","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/lambeth_palace_library/238/186r-188v","238","Lambeth Palace Library"
"https://imagoarchive.it/ontology/resources/manuscript/nancy/bibliothèque_municipale_de_nancy/1547/109v-110v","1547","Bibliothèque municipale de Nancy"
"https://imagoarchive.it/ontology/resources/manuscript/pavia/biblioteca_universitaria_di_pavia/aldini_415/43r-51r","Aldini 415","Biblioteca universitaria di Pavia"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._xiv.198_(4495)/51-62","lat. XIV.198 (4495)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/rawl._d._520/7r-12r","Rawl. D. 520","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._3359/143v-147r","lat. 3359","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/2373/159r-160v","2373","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/stoccarda/__stuttgart,_württembergische_landesbibliothek/cod.hist.2o_411/180r-182v","Cod.Hist.2o 411","  Stuttgart, Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/san_gallo/san_gallo,_stiftsbibliothek/633/128v-130v","633","San Gallo, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_de_l'arsenal/379/34r-36r","379","Bibliothèque de l'Arsenal"
"https://imagoarchive.it/ontology/resources/manuscript/schlierbach/schlierbach,_stiftsbibliothek/37/52r-57v","37","Schlierbach, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/třeboň/třeboň,_státní_oblástní_archiv/a.7/64r-74v","A.7","Třeboň, Státní Oblástní Archiv"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/magdeburg_174/27r–30v","Magdeburg 174","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/cracovia/biblioteca_jagellonica/1607/367r-374v","1607","Biblioteca Jagellonica"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat.xi.80/369r-372v","Lat.XI.80","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_215/101r-106v","Harley 215","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_vallicelliana/f_49/1-2/196v-202v","F 49/1-2","Biblioteca Vallicelliana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_2667/147r-149r","Harley 2667","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/francoforte_sul_meno/frankfurt_university_library/barth.71/141r-145v","Barth.71","Frankfurt University Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/oxford,_oriel_college/2/181r-183r","2","Oxford, Oriel College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_cleopatra_c.x/149r-156v","Cotton Cleopatra C.X","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/niedersächsisches_landesarchiv,_standort_hannover/iv_616/241r-248v","IV 616","Niedersächsisches Landesarchiv, Standort Hannover"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/corpus_christi_college/86/91v-94v","86","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/579/34v-39v","579","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/košice/košice,_archiv_košickej_arcidiecézy/r_3.33/306v-311r","R 3.33","Košice, Archiv Košickej Arcidiecézy"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_casanatense/1083/35v-37v","1083","Biblioteca Casanatense"
"https://imagoarchive.it/ontology/resources/manuscript/praga/praga,_biblioteca_nazionale/vi_d_11/11r-16v","VI D 11","Praga, Biblioteca Nazionale"
"https://imagoarchive.it/ontology/resources/manuscript/lipsia/leipzig_university_library/1008/391r–392r,_412v","1008","Leipzig University Library"
"https://imagoarchive.it/ontology/resources/manuscript/lipsia/leipzig_university_library/855/145v-152v","855","Leipzig University Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._6225/244v-248r","lat. 6225","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._3195/62r-63v","lat. 3195","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_26800/100r-130r","Clm 26800","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/el_escorial/__el_escorial,_real_biblioteca_de_san_lorenzo_/l.1.27/20r-36r","L.1.27","  El Escorial, Real Biblioteca de San Lorenzo "
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_7685/115r-121v","Clm 7685","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat._1361/1r-7r","Pal. lat. 1361","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/valenciennes/municipal_library_of_valenciennes/207/107v-109v","207","municipal library of Valenciennes"
"https://imagoarchive.it/ontology/resources/manuscript/praga/praga,_biblioteca_nazionale/vi_g_21/44r-","VI G 21","Praga, Biblioteca Nazionale"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/digby_172/124r-125r","Digby 172","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/amiens/amiens,_bibliothèque_municipale/226/126r-128v","226","Amiens, Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/salamanca/biblioteca_general_histórica_(universidad_de_salamanca)/2238/217r-219r","2238","Biblioteca General Histórica (Universidad de Salamanca)"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/5251/199r-200r","5251","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.a.xiv/72r–277v","Royal 13.A.XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/951/182v-187v","951","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_8439/156r-158r","Clm 8439","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.e.x/270r–271r","Royal 13.E.X","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/würzburg/university_library_würzburg/m._ch._f._38/299v-301v","M. ch. f. 38","University Library Würzburg"
"https://imagoarchive.it/ontology/resources/manuscript/colonia/archivio_storico_della_città_di_colonia/w_201/1r-10v","W 201","Archivio storico della Città di Colonia"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._7170/1r-26r","Vat. lat. 7170","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._1616/380r-384v","lat. 1616","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/vesoul/vesoul,_biblioteca_municipale/74/118r-122r","74","Vesoul, Biblioteca Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/cracovia/biblioteka_muzeum_narodowego_w_krakowie/1575/162-172","1575","Biblioteka Muzeum Narodowego w Krakowie"
"https://imagoarchive.it/ontology/resources/manuscript/milano/milano,_archivio_storico_civico_e_biblioteca_trivulziana/774/49r-53v","774","Milano, Archivio Storico Civico e Biblioteca Trivulziana"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._1058/121r-125v","Vat. lat. 1058","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/praga/praga,_biblioteca_nazionale/i.f.8_(240)/269v-270v","I.F.8 (240)","Praga, Biblioteca Nazionale"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._6244a/124r-130v","lat. 6244a","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/lione/biblioteca_municipale_di_lione/168/10r-13v","168","Biblioteca municipale di Lione"
"https://imagoarchive.it/ontology/resources/manuscript/napoli/biblioteca_nazionale_vittorio_emanuele_iii/vind._lat._36_(olim_vindibon._1068)/58v-59v","Vind. lat. 36 (olim Vindibon. 1068)","biblioteca nazionale Vittorio Emanuele III"
"https://imagoarchive.it/ontology/resources/manuscript/bad_windsheim/windsheim,_stadtbibliothek/76/198v-203r","76","Windsheim, Stadtbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._26770/89v-92r","Add. 26770","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/magdeburgo/magdeburgo,__bibliothek_des_domgymnasium/129_(+)/all","129 (+)","Magdeburgo,  Bibliothek des Domgymnasium"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat.5941/93r-93v","Lat.5941","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/università_di_harvard/riant_88/1r-8v","Riant 88","Università di Harvard"
"https://imagoarchive.it/ontology/resources/manuscript/pelplin/pelplin,_biblioteka_seminarium_duchownego/225_(307)/1r-4v","225 (307)","Pelplin, Biblioteka Seminarium Duchownego"
"https://imagoarchive.it/ontology/resources/manuscript/breslavia/wroclaw,_biblioteka_uniwersytecka/iv.f_33/27v-30v","IV.F 33","Wroclaw, Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._18324/331-341","lat. 18324","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/fulda/fulda,_hessische_landesbibliothek/_g11/all"," G11","Fulda, Hessische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/5541-5542/f._121r","5541-5542","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_3099/166r-167v","Harley 3099","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._7317/374r-378r","Vat. lat. 7317","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/darmstadt/hessisches_staatsarchiv_darmstadt/231/91r-94r","231","Hessisches Staatsarchiv Darmstadt"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/ms.theol.lat._qu.141/48v–52r","MS.theol.lat. qu.141","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/opladen/opladen,_archiv_fürstenberg-stammheim/27.28/241-243","27.28","Opladen, Archiv Fürstenberg-Stammheim"
"https://imagoarchive.it/ontology/resources/manuscript/würzburg/university_library_würzburg/m.ch.f.39/32r-34v","M.ch.f.39","University Library Würzburg"
"https://imagoarchive.it/ontology/resources/manuscript/strasburgo/straßburg,_bibliothèque_de_la_ville/b.53/all","B.53","Straßburg, Bibliothèque de la Ville"
"https://imagoarchive.it/ontology/resources/manuscript/cracovia/biblioteca_jagellonica/431/116r-119r","431","Biblioteca Jagellonica"
"https://imagoarchive.it/ontology/resources/manuscript/zurigo/biblioteca_centrale_di_zurigo/c_101/64r-67r","C 101","Biblioteca Centrale di Zurigo"
"https://imagoarchive.it/ontology/resources/manuscript/budapest/_budapest,_eötvös_loránd_tudományegyetem,_egyetemi_könyvtár/cod._lat._71/77r-78v","cod. lat. 71"," Budapest, Eötvös Loránd Tudományegyetem, Egyetemi Könyvtár"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_3254/306-310v","Clm 3254","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/ms.theol.lat._fol.635/141v","MS.theol.lat. fol.635","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_8248/87r-96v","Clm 8248","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/vorau/vorau,_biblioteca_dell'abbazia/352_(liii)/230r-234v","352 (LIII)","Vorau, Biblioteca dell'abbazia"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/253/102v-105v","253","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/ottob._lat._1555/131v-135v","Ottob. lat. 1555","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/innsbruck/innsbruck,_universitätsbibliothek/355/93v-99r","355","Innsbruck, Universitätsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_11726/53r-56v","Clm 11726","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add.34763/83r-91r","Add.34763","British Library"
