"manuscript","signature","library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._462/1r-106r","Reg. lat. 462","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/olomouc/__olomouc,_státní_archív,_kapitulní_knihovna/m.ii.128/288r-315v","M.II.128","  Olomouc, Státní Archív, Kapitulní Knihovna"
"https://imagoarchive.it/ontology/resources/manuscript/copenaghen/copenaghen,_kongelige_bibliotek/thott_580_4°/400r-404v","Thott 580 4°","Copenaghen, Kongelige Bibliotek"
"https://imagoarchive.it/ontology/resources/manuscript/breslavia/wroclaw,_biblioteka_uniwersytecka/i.f.221/232r-242r","I.F.221","Wroclaw, Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/amburgo/biblioteca_statale_e_universitaria_di_amburgo/petri_30b/249r-275v","Petri 30b","Biblioteca statale e universitaria di Amburgo"
"https://imagoarchive.it/ontology/resources/manuscript/breslavia/wroclaw,_biblioteka_uniwersytecka/iv.f.191/142r-151v","IV.F.191","Wroclaw, Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat._832/71r-80r","Pal. lat. 832","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/3341/1r-15v","3341","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/uppsala/uppsala_university_library/c_14/2r-17r","C 14","Uppsala University Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_14583/469v-470v,_476v-485r","Clm 14583","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/padova/biblioteca_universitaria_di_padova/1027/64r-134v","1027","biblioteca universitaria di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/breslavia/__wroclaw,_biblioteka_kapitulna/63/161r-176v","63","  Wroclaw, Biblioteka Kapitulna"
"https://imagoarchive.it/ontology/resources/manuscript/breslavia/wroclaw,_biblioteka_uniwersytecka/i.f.277/4r-10r","I.F.277","Wroclaw, Biblioteka Uniwersytecka"
"https://imagoarchive.it/ontology/resources/manuscript/sankt_paul_im_lavanttal/__sankt_paul_im_lavanttal,_bibliothek_des_benediktinerstifts_/145/4_(28.1.4)/146r-180r","145/4 (28.1.4)","  Sankt Paul im Lavanttal, Bibliothek des Benediktinerstifts "
"https://imagoarchive.it/ontology/resources/manuscript/padova/seminario_maggiore_di_padova/74/1r-27v","74","Seminario maggiore di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/lat._8°_293/3r-110v","lat. 8° 293","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/salisburgo/__salzburg,_benediktiner-erzabtei_sankt_peter/b.iii.31/168v-256r","b.III.31","  Salzburg, Benediktiner-Erzabtei Sankt Peter"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._18929/1r-50v","Add. 18929","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._430/21v-35v","Reg. Lat. 430","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/praga/národní_knihovna_ceské_republiky/viii.a.19_(1426)/67r-72r","VIII.A.19 (1426)","Národní Knihovna Ceské Republiky"
"https://imagoarchive.it/ontology/resources/manuscript/el_escorial/__el_escorial,_real_biblioteca_de_san_lorenzo_/o.iii.34/32v-60v","o.III.34","  El Escorial, Real Biblioteca de San Lorenzo "
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/conv._soppr._f.4.733/29r-43r","Conv. soppr. F.4.733","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/leida/biblioteca_universitaria_di_leiden/b.p.l._69/99r-115v","B.P.L. 69","Biblioteca universitaria di Leiden"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/4852/191r-200r","4852","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/biblioteca_dell'università_ludwig_maximilian_di_monaco/2°_672/102r-105v","2° 672","Biblioteca dell'università Ludwig Maximilian di Monaco"
"https://imagoarchive.it/ontology/resources/manuscript/torino/biblioteca_nazionale_universitaria_di_torino/d.iv.21_(olim_h.i.12)/235r-262r","D.IV.21 (olim H.I.12)","Biblioteca nazionale universitaria di Torino"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/conv._soppr._c.8.2861/1r-27r","Conv. Soppr. C.8.2861","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/722_a/1r-40v","722 A","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13_b_xix/84r-91r","Royal 13 B XIX","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/helmst._354_(389)/132r-167r","Helmst. 354 (389)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/berna/berna,_burgerbibliothek/46/1r-18r","46","Berna, Burgerbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/helmst._391_(426)/285r-339v","Helmst. 391 (426)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/varsavia/biblioteca_załuski/razn._f.xviii.174_(+)/all","Razn. F.XVIII.174 (+)","Biblioteca Załuski"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/4739/104r-123v","4739","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/maria_saal/__maria_saal,_stiftsbibliothek/15/134r-155r","15","  Maria Saal, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_569/184r-210r","Clm 569","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/1628/1r-21v","1628","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_16204/222r-228r","Clm 16204","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/magl._xxii.22/107r-121v","Magl. XXII.22","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat._1358/1r-36v","Pal. lat. 1358","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_26636/377r-385r","Clm 26636","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2845/15r-134r","lat. 2845","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/stoccarda/württembergische_landesbibliothek/hb_vii._41/143v-148v","HB VII. 41","Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/copenaghen/kongelige_garnisonsbibliotek/gl._kgl._s._2092/61r-118r","Gl. Kgl. S. 2092","Kongelige Garnisonsbibliotek"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/cambrai,_médiathèque_municipale_(olim_bibliothèque_municipale)/839_(744)/all","839 (744)","Cambrai, Médiathèque Municipale (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4974/191r-192r","lat. 4974","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_di_stato_di_berlino/lat._qu._618/105r-118r","lat. qu. 618","Biblioteca di Stato di Berlino"
"https://imagoarchive.it/ontology/resources/manuscript/ulm/stadtarchiv_neu-ulm/19555,_1-3/voll._i-ii","19555, 1-3","Stadtarchiv Neu-Ulm"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/1008_(salisb._178)/189v-191r","1008 (Salisb. 178)","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/dublino/bibliotheca_collegii_trinitatis_iuxta_dublinum/496/215-223v","496","Bibliotheca Collegii Trinitatis iuxta Dublinum"
"https://imagoarchive.it/ontology/resources/manuscript/bruges/openbare_bibliotheek_brugge/ms._077/100v-105r","Ms. 077","Openbare Bibliotheek Brugge"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/1160-63_(3142)/98r-133v","1160-63 (3142)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_ms_cleopatra_b_i/2r-23r","Cotton MS Cleopatra B I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_22242/81v-86r","Clm 22242","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/arundel_326/56r-57r","Arundel 326","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_14495/36r-41v","clm 14495","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/padova/biblioteca_civica_di_padova/b._p._1287/131r-135v","B. P. 1287","Biblioteca Civica di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/digby_166_(s.c._1767)/36r-45v","Digby 166 (S.C. 1767)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/basilea/public_library_of_the_university_of_basel,_collections/e_iii_20/37r-59v","E III 20","public library of the University of Basel, Collections"
"https://imagoarchive.it/ontology/resources/manuscript/pommersfelden/__pommersfelden,_gräflich_schönbornsche_bibliothek/51_(2907)/14v-58v","51 (2907)","  Pommersfelden, Gräflich Schönbornsche Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._4920/48r-65v","Vat. lat. 4920","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/chicago/chicago,_il,_the_newberry_library_case/ms_6_(ry_3;_c19163;_f6)/203r-219v","MS 6 (Ry 3; C19163; f6)","Chicago, IL, The Newberry Library Case"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/glasgow_university_library/hunter_ms._84_(t.4.1)/254r-268v","Hunter ms. 84 (T.4.1)","Glasgow University Library"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/niedersächsisches_landesarchiv,_standort_hannover/xxxvii_1806./1r-7v","XXXVII 1806.","Niedersächsisches Landesarchiv, Standort Hannover"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._481/_28r-42v","Reg. lat. 481","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/brno/brno,_moravská_zemská_knihovna_(olim_státní_vedecká_knihovna_-_universitní_knihovna)/mk_29/51r-81r","Mk 29","Brno, Moravská Zemská Knihovna (olim Státní Vedecká Knihovna - Universitní Knihovna)"
"https://imagoarchive.it/ontology/resources/manuscript/lilla/bibliothèque_municipale_de_lille/216_(450)/ii,_51v-53r","216 (450)","Bibliothèque Municipale de Lille"
"https://imagoarchive.it/ontology/resources/manuscript/dublino/trinity_college/175_(e.3.11)/14r-15v","175 (E.3.11)","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/barcellona/archivio_generale_della_corona_di_aragona/diversos_i_col.leccions,_ripoll_41/127r-139v","Diversos i Col.leccions, Ripoll 41","Archivio Generale della Corona di Aragona"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_12642/244v-256v","Clm 12642","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/laud_misc._173_(s.c._778)/109r-134r","Laud misc. 173 (S.C. 778)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/theol._lat._2°_706_(phillipps_627)/265r-268r","theol. lat. 2° 706 (Phillipps 627)","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/augusta/augsburg_state_and_municipal_library/2°_289/154v-158v","2° 289","Augsburg State and Municipal Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/balliol_college_archives,_university_of_oxford/226/72r-86v","226","Balliol College Archives, University of Oxford"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2333_a/134r-147r","lat. 2333 A","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_3958/103v-121v","Harley 3958","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5284/183r-194v","lat. 5284","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/augusta/library_of_the_university_of_augsburg/i.2.8°_10/34r-56v","I.2.8° 10","library of the University of Augsburg"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_17740/1v-36v","Clm 17740","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/troyes/médiathèque_du_grand_troyes_(olim_bibliothèque_municipale)/fonds_ancien_1712/109r-134v","Fonds ancien 1712","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/theol._lat._4°_142_(rose_797)/118v-134v","theol. lat. 4° 142 (Rose 797)","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothèque_municipale_de_reims/1393_(k._798)/140v-157v","1393 (K. 798)","Bibliothèque municipale de Reims"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/sussidio_i_66/1-93","Sussidio I 66","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/friburgo/biblioteca_cantonale_e_universitaria_di_friburgo/l_3/68r-79v","L 3","Biblioteca cantonale e universitaria di Friburgo"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/royal_library_of_madrid/códices_10_(f._181;_7)/_1r-6v","Códices 10 (F. 181; 7)","Royal Library of Madrid"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/709/327r-346v","709","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/lipsia/leipzig_university_library/838/9r-18v","838","Leipzig University Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_tiberius_d._iii/107r-118r","Cotton Tiberius D. III","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5137/3v-7v","lat. 5137","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/reims/saint-remi/h_(+)/all","H (+)","Saint-Remi"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/cambrai,_médiathèque_municipale_(olim_bibliothèque_municipale)/830_(735)/59r-75r","830 (735)","Cambrai, Médiathèque Municipale (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/_laud_misc._410_(s.c._1071)/40v-68r"," Laud misc. 410 (S.C. 1071)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/bonn/universitats-_und_landesbibliothek_bonn/s_368/23r-51v","S 368","Universitats- und Landesbibliothek Bonn"
"https://imagoarchive.it/ontology/resources/manuscript/alençon/alençon,_médiathèque_de_la_communauté_urbaine_(olim_bibliothèque_municipale)/14/1r-11v","14","Alençon, Médiathèque de la Communauté Urbaine (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._15106/2r-27r","Add. 15106","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/_4241_(3569)/243r-264r,_264r-v"," 4241 (3569)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/i_61_inf._/203v-205r","I 61 inf. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/helmst._445_(480)/284r-295v","Helmst. 445 (480)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_29890/b3_(olim_29061)/1_f._e_3_frammenti","Clm 29890/B3 (olim 29061)","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/477/148r-161v","477","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/york/__york,_minster_library/xvi.g.23/121r-122v","XVI.G.23","  York, Minster Library"
"https://imagoarchive.it/ontology/resources/manuscript/laon/ancienne_bibliothèque_municipale_de_laon/345/50r-65v","345","Ancienne Bibliothèque Municipale de Laon"
"https://imagoarchive.it/ontology/resources/manuscript/gand/biblioteca_dell'università_di_gand/401_(152)/1r-21v","401 (152)","Biblioteca dell'Università di Gand"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/magdeburg_26/_226v-227v","Magdeburg 26","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_2607/1r-15v","Clm 2607","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/subiaco/monastero_di_santa_scolastica/292,_cclxxxvi/66r-83r","292, CCLXXXVI","Monastero di Santa Scolastica"
"https://imagoarchive.it/ontology/resources/manuscript/milano/milano,_archivio_storico_civico_e_biblioteca_trivulziana/triv._430/1r-36v","Triv. 430","Milano, Archivio Storico Civico e Biblioteca Trivulziana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/2217/84v-101r","2217","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/copenaghen/copenaghen,_kongelige_bibliotek/nks_2916_4°/27r-46r","NKS 2916 4°","Copenaghen, Kongelige Bibliotek"
"https://imagoarchive.it/ontology/resources/manuscript/rein/rein,_stiftsbibliothek/68/53r","68","Rein, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_vespasian_b._x_i/11v-21r","Cotton Vespasian B. X I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/namur/__namur,_musée_des_arts_anciens_du_namurois/fonds_de_la_ville_31/_59r-73v","Fonds de la ville 31","  Namur, Musée des Arts Anciens du Namurois"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_nazionale_vittorio_emanuele_iii/sess._114_(1412)/67r-98v","Sess. 114 (1412)","biblioteca nazionale Vittorio Emanuele III"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._3784/103r-108v","lat. 3784","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/salisburgo/__salzburg,_benediktiner-erzabtei_sankt_peter/stiftsbibliothek_a.v.34/1r-15v","Stiftsbibliothek a.V.34","  Salzburg, Benediktiner-Erzabtei Sankt Peter"
"https://imagoarchive.it/ontology/resources/manuscript/lisbona/lisbona,_biblioteca_nazionale_del_portogallo/alc._380_(cclvi)/81v-91r","Alc. 380 (CCLVI)","Lisbona, Biblioteca Nazionale del Portogallo"
"https://imagoarchive.it/ontology/resources/manuscript/stoccarda/__stuttgart,_württembergische_landesbibliothek/hist._4°_155/27r-42v","Hist. 4° 155","  Stuttgart, Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._6041a/132v-143v","lat. 6041a","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/ashburnham_100/1r-30v","Ashburnham 100","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/plut._17.35/70r-84r","Plut. 17.35","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/gdańsk_południe/biblioteka_gdanska_polskiej_akademii_nauk/mar._f._272_(deperditus)/237v-248v","Mar. F. 272 (deperditus)","Biblioteka Gdanska Polskiej Akademii Nauk"
"https://imagoarchive.it/ontology/resources/manuscript/zwickau/__zwickau,_ratsschulbibliothek_(stadtarchiv)/66_(deperditus)/all","66 (deperditus)","  Zwickau, Ratsschulbibliothek (Stadtarchiv)"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/conv._soppr._i.2.37/92v-156v","Conv. soppr. I.2.37","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/rouen/bibliothèque_jacques_villon/u._102_(1393)/178rv-195r","U. 102 (1393)","Bibliothèque Jacques Villon"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._36736/168v-240v","Add. 36736","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_8.e.xvii/128v-138v","Royal 8.E.XVII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/zwettl/zwettl,_bibliothek_des_zisterzienserstifts/15/123v-130v","15","Zwettl, Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/rawlinson_b._485_(s.c._11832)__sec._xiv_in./74v-91r","Rawlinson B. 485 (S.C. 11832)  sec. XIV in.","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/st._paul's_cathedral_library/8/166r-175v","8","St. Paul's Cathedral Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._6047/258r-269v","Add. 6047","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/saint-omer/saint-omer,_bibliothèque_de_l'agglomération_du_pays_de_saint-omer/71/101v-113v","71","Saint-Omer, Bibliothèque de l'Agglomération du Pays de Saint-Omer"
"https://imagoarchive.it/ontology/resources/manuscript/olomouc/__olomouc,_státní_archív,_kapitulní_knihovna/co_441/65r-75r","CO 441","  Olomouc, Státní Archív, Kapitulní Knihovna"
"https://imagoarchive.it/ontology/resources/manuscript/chartres/chartres,_médiathèque_«l'apostrophe»_(olim_bibliothèque_municipale/1036_(hist._loc._51)/142v-157v","1036 (Hist. loc. 51)","Chartres, Médiathèque «L'Apostrophe» (olim Bibliothèque Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/diez._c_2°_2/167r-180v","Diez. C 2° 2","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_17139/169r-174v","Clm 17139","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/douai/douai,_bibliothèque_marceline_desbordes-valmore_(olim_bibliothèque_municipale)/864/180v-201r,_201r-202r","864","Douai, Bibliothèque Marceline Desbordes-Valmore (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5572/112v-132v","lat. 5572","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/melk/melk,_stiftsbibliothek/546_(134;_c._12)/_149v-167v","546 (134; C. 12)","Melk, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/laud_misc._237_(s.c._1013)/229v-244r","Laud misc. 237 (S.C. 1013)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/e_mus_3_(s.c._3496)/213a-226b","e Mus 3 (S.C. 3496)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/kiel/kiel_university_library/bord._27/1r-21v","Bord. 27","Kiel University Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_18385/162r-175v","Clm 18385","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/9920-31_(3230)/153r-166r","9920-31 (3230)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/laud_misc._44_(s.c._545)/_27v-54v","Laud misc. 44 (S.C. 545)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5371/23v-35r","lat. 5371","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._13395/83r-84v","Vat. Lat. 13395","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/8629-39_(3209)/154r-173v","8629-39 (3209)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_3776/_67r-75v","Harley 3776","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/_clm_11726/179r-197r"," Clm 11726","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_18525b/1r","Clm 18525b","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/amburgo/biblioteca_statale_e_universitaria_di_amburgo/theol._1727/_545-598","theol. 1727","Biblioteca statale e universitaria di Amburgo"
"https://imagoarchive.it/ontology/resources/manuscript/michaelbeuern/michaelbeuern,_stiftsbibliothek/man._cart._90/81v-98r","Man. cart. 90","Michaelbeuern, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._15076_iii/88r-101v","lat. 15076 III","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms_275/46r-58v","MS 275","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_vespasian_a._xiv_i/104v-105v","Cotton Vespasian A. XIV I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/n.a._lat._2381/21r-21v","n.a. lat. 2381","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._4887/80vb-88vb","lat. 4887","Bibliothèque nationale de France"
